-5.261141967773437500e+02,1.209807777404785156e+01,1.115288543701171875e+01,9.738905906677246094e+00,8.047201156616210938e+00,6.264156341552734375e+00,4.529802322387695312e+00,2.920921087265014648e+00,1.462011575698852539e+00,1.549442708492279053e-01,-9.894177913665771484e-01,-1.933812856674194336e+00,-2.619920492172241211e+00
-4.655871276855468750e+02,5.933238983154296875e+01,9.727159500122070312e+00,1.170659255981445312e+01,1.803559875488281250e+01,-1.867713212966918945e+00,-1.137383270263671875e+01,-3.746237039566040039e+00,-1.864992737770080566e+00,-1.681684970855712891e+00,2.658243656158447266e+00,8.504589796066284180e-01,-3.141773700714111328e+00
-4.186095886230468750e+02,5.246142959594726562e+01,-3.818034648895263672e+00,2.203877639770507812e+01,-1.791961193084716797e+00,3.148541450500488281e+00,-1.243569564819335938e+01,-1.446151447296142578e+01,7.196607589721679688e+00,-6.329405307769775391e+00,-4.389493167400360107e-01,5.959234714508056641e+00,-6.593333244323730469e+00
-3.938587646484375000e+02,4.316670989990234375e+01,-9.888731956481933594e+00,3.117144203186035156e+01,-1.645593261718750000e+01,7.403006553649902344e+00,-5.779572486877441406e+00,-1.625069618225097656e+01,1.644360542297363281e+01,-7.634210586547851562e+00,-1.796032428741455078e+00,6.096651077270507812e+00,-1.010702323913574219e+01
-4.006089477539062500e+02,4.645997619628906250e+01,-1.399994850158691406e+01,3.210645294189453125e+01,-1.622554397583007812e+01,4.177030563354492188e+00,-2.604968786239624023e+00,-1.266962051391601562e+01,1.895825767517089844e+01,-1.089517402648925781e+01,-4.991138458251953125e+00,2.807880163192749023e+00,-1.784966659545898438e+01
-4.190621337890625000e+02,5.356565856933593750e+01,-1.422184944152832031e+01,1.720639610290527344e+01,-7.439758300781250000e+00,-5.180301189422607422e+00,-4.356666564941406250e+00,-6.880739212036132812e+00,4.221811771392822266e+00,-1.151429462432861328e+01,-3.672700405120849609e+00,9.834545850753784180e-01,-1.449525165557861328e+01
-4.286744995117187500e+02,6.610336303710937500e+01,-7.936469078063964844e+00,1.508586883544921875e+00,1.005947589874267578e-01,-1.091082763671875000e+01,-6.136348247528076172e+00,2.078777313232421875e+00,-3.703904151916503906e+00,-5.191465377807617188e+00,-2.286147117614746094e+00,-4.744299888610839844e+00,-1.041472625732421875e+01
-4.319433593750000000e+02,6.460151672363281250e+01,-4.804202556610107422e+00,3.423134803771972656e+00,7.324791431427001953e+00,-7.185861587524414062e+00,-1.002888679504394531e+01,1.655447006225585938e+00,-1.309371590614318848e+00,-1.498231530189514160e+00,-3.994211196899414062e+00,-6.124948501586914062e+00,-1.116682243347167969e+01
-4.295026245117187500e+02,6.212199401855468750e+01,-1.111499595642089844e+01,7.798171043395996094e+00,1.082962322235107422e+01,-5.865163326263427734e+00,-1.044959449768066406e+01,-3.658401012420654297e+00,-3.045415639877319336e+00,-4.593855142593383789e-01,-3.165892124176025391e+00,-6.014865875244140625e+00,-1.107371902465820312e+01
-4.298578186035156250e+02,6.203533172607421875e+01,-8.967343330383300781e+00,7.547950744628906250e+00,9.791514396667480469e+00,-6.127761840820312500e+00,-1.034646797180175781e+01,-3.398016929626464844e+00,-4.153268337249755859e+00,-5.881560802459716797e+00,-5.489972114562988281e+00,-4.750199317932128906e+00,-3.244673490524291992e+00
