-5.219185791015625000e+02,3.275098800659179688e+00,3.259312152862548828e+00,3.233106613159179688e+00,3.196636676788330078e+00,3.150114059448242188e+00,3.093816518783569336e+00,3.028074979782104492e+00,2.953276157379150391e+00,2.869844913482666016e+00,2.778276205062866211e+00,2.679095745086669922e+00,2.572870731353759766e+00
-4.987090148925781250e+02,3.192243194580078125e+01,2.318569946289062500e+01,1.575265598297119141e+01,1.052690029144287109e+01,5.968503952026367188e+00,3.178760290145874023e+00,3.838866233825683594e+00,6.186659812927246094e+00,6.971285343170166016e+00,5.495954513549804688e+00,3.410365104675292969e+00,2.234222412109375000e+00
-4.775732727050781250e+02,4.856540679931640625e+01,2.079423141479492188e+01,1.127860641479492188e+01,1.077671051025390625e+01,5.096937179565429688e+00,2.027961313724517822e-01,1.543374776840209961e+00,2.931114435195922852e+00,2.393772125244140625e+00,5.637182235717773438e+00,9.284928321838378906e+00,6.391490936279296875e+00
-4.693248596191406250e+02,5.334478759765625000e+01,1.704663848876953125e+01,1.039992141723632812e+01,1.565558624267578125e+01,9.425722122192382812e+00,1.998581290245056152e+00,-2.138863801956176758e-01,-4.117257595062255859e+00,-3.001805305480957031e+00,8.626183509826660156e+00,1.424954795837402344e+01,7.141187667846679688e+00
-4.712087707519531250e+02,5.159834671020507812e+01,1.624377441406250000e+01,9.403204917907714844e+00,1.512744235992431641e+01,9.304573059082031250e+00,-2.493653297424316406e-01,-4.129458427429199219e+00,-5.007896423339843750e+00,-4.929190874099731445e-01,9.022693634033203125e+00,1.118179321289062500e+01,4.861560821533203125e+00
-4.751554565429687500e+02,4.785729980468750000e+01,1.404040050506591797e+01,5.393875122070312500e+00,1.050912284851074219e+01,5.807052612304687500e+00,-3.927888870239257812e+00,-5.465309143066406250e+00,-1.543262720108032227e+00,2.973629713058471680e+00,8.022901535034179688e+00,9.369353294372558594e+00,6.379659175872802734e+00
-4.712443542480468750e+02,4.790340805053710938e+01,8.273048400878906250e+00,3.631253242492675781e+00,1.202632904052734375e+01,2.403158903121948242e+00,-1.136244964599609375e+01,-1.056052017211914062e+01,-2.714682221412658691e-01,9.122150421142578125e+00,1.094186305999755859e+01,4.439368724822998047e+00,-9.207342863082885742e-01
-4.603494567871093750e+02,5.646556472778320312e+01,7.195141792297363281e+00,2.838635921478271484e+00,1.589096450805664062e+01,6.683619499206542969e+00,-9.502442359924316406e+00,-1.240596199035644531e+01,-6.147925853729248047e+00,4.570039749145507812e+00,1.091953086853027344e+01,1.993111729621887207e+00,-8.221406936645507812e+00
-4.587021179199218750e+02,6.097399139404296875e+01,1.142740631103515625e+01,9.589178562164306641e-01,1.191609954833984375e+01,6.439021110534667969e+00,-8.607074737548828125e+00,-1.251896476745605469e+01,-5.833364486694335938e+00,2.874393939971923828e+00,6.576750278472900391e+00,1.009875535964965820e+00,-5.470649242401123047e+00
-4.570581359863281250e+02,5.355205535888671875e+01,1.997947335243225098e+00,1.970630884170532227e+00,1.032489871978759766e+01,4.899035096168518066e-01,-2.880112171173095703e+00,-2.718945264816284180e+00,-5.702223777770996094e+00,5.440258026123046875e+00,1.124011421203613281e+01,2.447278499603271484e+00,1.283368587493896484e+00
-4.290313415527343750e+02,4.085145187377929688e+01,-3.162784957885742188e+01,4.907347679138183594e+00,2.341125488281250000e+01,-5.478749275207519531e+00,7.665370941162109375e+00,1.875906944274902344e+01,-1.527513694763183594e+01,8.278424143791198730e-01,1.355725288391113281e+01,1.995556116104125977e+00,-2.215046167373657227e+00
-4.288539428710937500e+02,3.695705795288085938e+01,-3.997931671142578125e+01,1.552233886718750000e+01,2.788138198852539062e+01,-1.359356021881103516e+01,3.860085964202880859e+00,2.063583946228027344e+01,-1.332189941406250000e+01,-1.057146644592285156e+01,7.467526435852050781e+00,-1.533435106277465820e+00,3.230239152908325195e-01
-4.482830810546875000e+02,3.304653167724609375e+01,-2.166361999511718750e+01,2.730179977416992188e+01,2.517055892944335938e+01,-1.576861000061035156e+01,-8.369695544242858887e-01,1.511700630187988281e+01,-4.339546203613281250e+00,-1.332292366027832031e+01,-3.206662178039550781e+00,-4.779995918273925781e+00,3.911363601684570312e+00
-4.665624694824218750e+02,3.535108184814453125e+01,-5.088646888732910156e+00,2.217078781127929688e+01,2.623736572265625000e+01,-1.636750340461730957e+00,-1.055902481079101562e+00,6.791161537170410156e+00,-7.438582181930541992e-01,-2.376813888549804688e+00,-4.399241447448730469e+00,-5.125350952148437500e+00,8.265295028686523438e+00
-4.628584289550781250e+02,3.790573120117187500e+01,4.880685806274414062e+00,1.433457279205322266e+01,2.647143554687500000e+01,1.323271369934082031e+01,-8.932316780090332031e+00,5.679753303527832031e+00,-4.847337007522583008e-01,1.915383815765380859e+00,-4.797394275665283203e+00,-4.612550735473632812e-01,1.438312530517578125e+01
-4.520237731933593750e+02,2.550804901123046875e+01,1.031661128997802734e+01,1.352014923095703125e+01,1.472833633422851562e+01,3.485843658447265625e+01,-1.465097808837890625e+01,7.024146080017089844e+00,3.893447160720825195e+00,-1.852252006530761719e+00,2.230439424514770508e+00,1.553148984909057617e+00,1.723550415039062500e+01
-4.510349426269531250e+02,1.427995967864990234e+01,1.805743408203125000e+01,1.618342208862304688e+01,-9.139242172241210938e+00,4.332740020751953125e+01,-6.891762733459472656e+00,8.896949768066406250e+00,7.583479404449462891e+00,-8.544769287109375000e+00,6.908675193786621094e+00,2.825872421264648438e+00,1.447363662719726562e+01
-4.427435607910156250e+02,1.633565521240234375e+01,1.873457717895507812e+01,2.285861206054687500e+01,-2.208140945434570312e+01,3.931401824951171875e+01,4.994462966918945312e+00,8.852281570434570312e+00,1.720576667785644531e+01,-2.990205764770507812e+00,2.192887067794799805e+00,1.181120276451110840e+00,1.146082210540771484e+01
-3.820169677734375000e+02,4.242449951171875000e+01,4.538207626342773438e+01,2.849864006042480469e+01,-9.103528022766113281e+00,-4.163469314575195312e+00,-3.557450294494628906e+00,-2.447951316833496094e+01,5.711238384246826172e-01,-9.284648895263671875e+00,-1.601114273071289062e+01,3.094280719757080078e+00,6.032498359680175781e+00
-2.351659851074218750e+02,9.103206634521484375e+01,9.183761596679687500e+00,1.312499237060546875e+01,-1.107482910156250000e+01,-2.954563331604003906e+01,-3.213849258422851562e+01,-3.162432479858398438e+01,2.422746419906616211e+00,-2.025878715515136719e+01,-2.948532867431640625e+01,7.453400611877441406e+00,-5.354438781738281250e+00
-1.591559448242187500e+02,9.779519653320312500e+01,-3.296467208862304688e+01,2.551163291931152344e+01,-3.498353576660156250e+01,-2.342262268066406250e+01,-3.981083679199218750e+01,-2.317618942260742188e+01,1.570699691772460938e+00,-2.418946456909179688e+01,-2.105984687805175781e+01,4.487700462341308594e+00,-6.940811634063720703e+00
-1.442883911132812500e+02,1.023195953369140625e+02,-7.593095397949218750e+01,3.700234222412109375e+01,-4.474863433837890625e+01,-2.069110488891601562e+01,-3.430472564697265625e+01,-1.242950820922851562e+01,3.393755912780761719e+00,-1.824551773071289062e+01,-9.579620361328125000e+00,-3.804829597473144531e+00,1.154303312301635742e+00
-1.585957031250000000e+02,1.131082382202148438e+02,-9.670761871337890625e+01,3.922313308715820312e+01,-2.317081069946289062e+01,-2.625424957275390625e+01,-2.528436088562011719e+01,-1.177475261688232422e+01,1.788028478622436523e-01,-1.851167488098144531e+01,-5.324066162109375000e+00,-4.218793869018554688e+00,2.307855129241943359e+00
-1.776707916259765625e+02,1.264315185546875000e+02,-9.720480346679687500e+01,3.428968811035156250e+01,1.296817183494567871e+00,-4.027758026123046875e+01,-1.904072570800781250e+01,-1.578537178039550781e+01,-4.849377155303955078e+00,-2.450306510925292969e+01,-4.193822860717773438e+00,2.373607158660888672e+00,-5.741216540336608887e-01
-1.601615447998046875e+02,9.505284118652343750e+01,-6.819970703125000000e+01,3.642627334594726562e+01,3.309922695159912109e+00,-3.528607177734375000e+01,-1.976888656616210938e+01,-3.364255428314208984e-01,-1.665253829956054688e+01,-2.513728713989257812e+01,-8.186449050903320312e+00,5.134966373443603516e+00,-1.402139663696289062e+01
-1.246463623046875000e+02,2.830249404907226562e+01,7.718573570251464844e+00,1.439234733581542969e+01,6.869225502014160156e+00,-3.350646972656250000e+01,-1.730091094970703125e+01,1.025240421295166016e+01,-1.879504776000976562e+01,-2.383714103698730469e+01,-1.441219139099121094e+01,4.285101890563964844e+00,-2.473984527587890625e+01
-1.422602233886718750e+02,1.089835834503173828e+01,6.722648620605468750e+01,-7.731021881103515625e+00,8.494843482971191406e+00,-2.807174301147460938e+01,-2.008183670043945312e+01,1.227960300445556641e+01,-1.023916244506835938e+01,-1.551193046569824219e+01,-1.391831874847412109e+01,1.200864219665527344e+01,-2.388528442382812500e+01
